Ticker,YearMonth,ret_1m,ret_3m,ret_6m,ret_12m,momentum_accel,vol_1m,vol_3m,vol_6m,downside_vol_3m,avg_volume_1m,avg_volume_3m,volume_change_1m,volume_ratio_1m_3m,Log_Volume,log_volume_change_1m,market_cap_1m,log_market_cap_1m,market_cap_3m_avg,market_cap_change_1m,market_cap_ratio_1m_3m,log_market_cap_change_1m,ret_1m_rank,ret_3m_rank,ret_6m_rank,ret_12m_rank,vol_1m_rank,vol_3m_rank,vol_6m_rank,avg_volume_1m_rank,volume_ratio_1m_3m_rank,Log_Volume_rank,market_cap_1m_rank,market_cap_ratio_1m_3m_rank,log_market_cap_1m_rank,future_return_1m,label_top20
AAPL,2/28/2021,-0.096019065,-0.00331803,-0.122397489,0.570060999,-0.06401271,0.01402036,0.090000243,0.096585465,0.055436633,96518715.79,106660438.3,-0.18141021,0.9049158,18.38524749,-0.200172188,1.73394E+12,28.18141801,1.83754E+12,-0.079712052,0.943620588,-0.083068671,0.06,0.4,0.101010101,0.787878788,0.33,0.81,0.717171717,0.98,0.3,0.98,1,0.08,1,-0.044134904,0
AAPL,3/31/2021,-0.044134904,-0.118889545,-0.028067349,0.763514288,-0.029423269,0.023224792,0.057964788,0.079589447,0.048061621,115235573.9,109887605.3,0.193919469,1.048667623,18.56248906,0.177241566,1.74667E+12,28.18873077,1.78825E+12,0.007339565,0.976749089,0.007312761,0.12,0.04,0.16,0.747474748,0.79,0.35,0.65,0.98,0.56,0.98,1,0.09,1,0.068780542,1
AAPL,4/30/2021,0.068780542,-0.076484022,0.114453725,0.545505597,0.045853695,0.013567479,0.084262264,0.076489311,0.048061621,89993214.29,100582501.3,-0.219050062,0.894720385,18.31524483,-0.247244231,1.87979E+12,28.26218362,1.7868E+12,0.076217791,1.052044713,0.073452849,0.84,0.11,0.31,0.737373737,0.53,0.74,0.62,0.98,0.45,0.98,1,0.6,1,-0.059830942,0
AAPL,5/31/2021,-0.059830942,-0.039513874,-0.042700795,0.321096057,-0.039887295,0.015665354,0.070163117,0.072545142,0.03102149,85596745,96941844.4,-0.048853342,0.882970048,18.26515781,-0.050087014,1.78487E+12,28.21036712,1.80378E+12,-0.050496912,0.9895182,-0.051816496,0.04,0.12,0.11,0.575757576,0.69,0.82,0.77,0.98,0.27,0.98,1,0.16,1,0.102027744,1
AAPL,6/30/2021,0.102027744,0.107355382,-0.024297595,0.284474927,0.068018496,0.009665421,0.085483453,0.077795943,0.034543411,73026818.18,82872259.16,-0.146850524,0.881197387,18.1063373,-0.158820511,1.96177E+12,28.30486688,1.87548E+12,0.099108902,1.046009498,0.094499763,0.91,0.73,0.12,0.494949495,0.33,0.91,0.74,0.99,0.25,0.99,1,0.85,1,0.062577374,1
AAPL,7/31/2021,0.062577374,0.100928326,0.0167249,0.169200447,0.041718249,0.014008893,0.084398225,0.081997205,0.034543411,91382623.81,83335395.66,0.251357051,1.096564348,18.33056591,0.224228603,2.08925E+12,28.36782548,1.9453E+12,0.064982743,1.074000519,0.062958596,0.87,0.81,0.16,0.303030303,0.57,0.93,0.79,0.99,0.93,0.99,1,0.9,1,0.043361719,0
AAPL,8/31/2021,0.043361719,0.221765875,0.173489172,0.029857044,0.028907813,0.011582932,0.029908961,0.065557067,0,66433763.64,76947735.21,-0.273015363,0.86336217,18.01171597,-0.318849933,2.17802E+12,28.40943651,2.07634E+12,0.042488901,1.048967586,0.041611028,0.61,0.91,0.64,0.191919192,0.6,0.4,0.83,0.98,0.47,0.98,1,0.73,1,-0.072191954,0
AAPL,9/30/2021,-0.072191954,0.028616761,0.139044307,0.107074352,-0.048127969,0.013115509,0.072897947,0.072439143,0.041680044,85611195.24,81142527.56,0.288669956,1.055071832,18.26532662,0.253610644,2.02983E+12,28.33897516,2.09903E+12,-0.068036241,0.967032688,-0.07046135,0.32,0.68,0.8,0.34,0.5,0.7,0.81,0.99,0.43,0.99,1,0.39,1,0.050122744,0
AAPL,10/31/2021,0.050122744,0.016560189,0.119159908,0.247251928,0.033415163,0.011829888,0.068749846,0.070513452,0.041680044,74527580.95,75524179.94,-0.129464543,0.98680424,18.12667983,-0.138646789,2.1489E+12,28.39597621,2.11892E+12,0.058656928,1.014149288,0.057001056,0.53,0.5,0.66,0.4,0.39,0.55,0.8,0.98,0.42,0.98,0.99,0.45,0.99,0.109693848,1
AAPL,11/30/2021,0.109693848,0.0811884,0.320959091,0.264553088,0.073129232,0.014566823,0.092729038,0.065421936,0.041680044,80525190.48,80221322.22,0.080475033,1.003787874,18.20408062,0.07740079,2.37471E+12,28.49589541,2.18448E+12,0.10508162,1.087081474,0.099919196,0.94,0.83,0.91,0.67,0.46,0.75,0.64,0.98,0.5,0.98,1,0.91,1,0.077684061,0
AAPL,12/31/2021,0.077684061,0.255841131,0.291779236,0.260392107,0.051789374,0.018442934,0.029813222,0.062169328,0,111125759.1,88726176.84,0.380012372,1.252457426,18.52617308,0.322092464,2.55098E+12,28.53863566,2.3582E+12,0.07422894,1.081750904,0.042740247,0.53,0.88,0.9,0.64,0.67,0.06,0.4,0.99,0.92,0.99,1,0.88,1,-0.03972307,0
AAPL,1/31/2022,-0.03972307,0.148394578,0.16741221,0.186937062,-0.026482047,0.022036266,0.078670702,0.069989258,0.022934125,105422300,99024416.52,-0.051324366,1.064609151,18.47348475,-0.052688336,2.5109E+12,28.53863566,2.47886E+12,-0.015711923,1.012924,0,0.52,0.93,0.88,0.56,0.66,0.45,0.43,0.98,0.24,0.98,1,0.62,1,-0.054349725,0
AAPL,2/28/2022,-0.054349725,-0.021370038,0.058083363,0.24164937,-0.03623315,0.015073519,0.072377821,0.07678226,0.028123993,85658752.63,100735603.9,-0.187470273,0.850332448,18.26588197,-0.207602779,2.37514E+12,28.49607944,2.47901E+12,-0.054065968,0.958102975,-0.042556218,0.44,0.54,0.76,0.8,0.21,0.49,0.52,0.97,0.06,0.97,1,0.45,1,0.069914239,0
AAPL,3/31/2022,0.069914239,-0.028425705,0.220142962,0.389796894,0.046609493,0.019930365,0.067916384,0.066953492,0.028123993,94817395.65,95299482.76,0.106920107,0.994941346,18.36746345,0.101581481,2.51165E+12,28.53863566,2.4659E+12,0.05747336,1.01855455,0.042556218,0.64,0.62,0.87,0.91,0.49,0.48,0.34,0.98,0.55,0.98,1,0.57,1,-0.095576868,0
AAPL,4/30/2022,-0.095576868,-0.084936606,0.05085384,0.176073487,-0.063717912,0.021401309,0.086147661,0.084687334,0.047938342,84389780,88288642.76,-0.109975765,0.955839589,18.25095686,-0.116506587,2.26769E+12,28.44978428,2.38483E+12,-0.09713081,0.950882583,-0.088851376,0.44,0.5,0.69,0.85,0.59,0.56,0.57,0.97,0.57,0.97,1,0.51,1,-0.057736199,0
AAPL,5/31/2022,-0.057736199,-0.088213545,-0.107698456,0.178693837,-0.038490799,0.031094209,0.08671203,0.072475434,0.048132322,114335252.4,97847476.01,0.354847144,1.168504871,18.5546455,0.303688639,2.14411E+12,28.39374701,2.30782E+12,-0.054496103,0.929064395,-0.056037269,0.12,0.34,0.44,0.85,0.78,0.57,0.49,0.97,0.88,0.97,1,0.16,1,-0.080626756,0
